met type,date,mean/sum,min,max,%complete,comments
Relative Humidity,06/10/2010,88.63,56.52,100,100,
Relative Humidity,07/10/2010,90.35,65.69,100,100,
Relative Humidity,08/10/2010,93.5,74.29,100,100,
Relative Humidity,09/10/2010,94.89,84.94,100,100,
Relative Humidity,10/10/2010,79.27,49.97,99.58,100,
Relative Humidity,11/10/2010,77.75,45.67,97.28,100,
Relative Humidity,12/10/2010,86.26,69.27,97.28,100,
Relative Humidity,13/10/2010,81.77,71.22,88.06,100,
Relative Humidity,14/10/2010,83.47,70.25,97.13,100,
Relative Humidity,15/10/2010,89.67,71.58,99.43,100,
Relative Humidity,16/10/2010,90.63,67.89,99.48,100,
Relative Humidity,17/10/2010,72.5,47.72,90.83,100,
Relative Humidity,18/10/2010,76.4,60.62,90.42,100,
Relative Humidity,19/10/2010,83.77,60.72,95.54,100,
Relative Humidity,20/10/2010,69.1,43.88,94.05,100,
Relative Humidity,21/10/2010,69.22,56.42,89.29,100,
Relative Humidity,22/10/2010,83.63,63.44,96.46,100,
Relative Humidity,23/10/2010,91.43,76.44,100,100,
Relative Humidity,24/10/2010,85.27,65.79,96.87,100,
Relative Humidity,25/10/2010,77.09,53.3,93.24,100,
Relative Humidity,26/10/2010,92.14,78.03,100,100,
Relative Humidity,27/10/2010,96.36,83.3,100,100,
Relative Humidity,28/10/2010,93.56,83.87,100,100,
Relative Humidity,29/10/2010,93.41,81.72,100,100,
Relative Humidity,30/10/2010,94.26,86.37,100,100,
Relative Humidity,31/10/2010,99.2,93.8,100,100,
Relative Humidity,01/11/2010,95.18,80.28,100,100,
Relative Humidity,02/11/2010,91.43,74.96,100,100,
Relative Humidity,03/11/2010,91.6,69.38,100,100,
Relative Humidity,04/11/2010,91.23,86.37,97.08,100,
Relative Humidity,05/11/2010,96.53,86.99,100,100,
Relative Humidity,06/11/2010,93.28,78.75,99.89,100,
Relative Humidity,07/11/2010,92.16,77.16,100,100,
Relative Humidity,08/11/2010,92.84,69.79,100,100,
Relative Humidity,09/11/2010,95.22,84.58,100,100,
Relative Humidity,10/11/2010,72.98,47.77,91.9,100,
Relative Humidity,11/11/2010,84.33,60.42,100,100,
Relative Humidity,12/11/2010,85.99,69.63,100,100,
Relative Humidity,13/11/2010,89.83,79.67,100,100,
Relative Humidity,14/11/2010,99.62,98.15,100,100,
Relative Humidity,15/11/2010,97.28,79.16,100,100,
Relative Humidity,16/11/2010,97.42,80.74,100,100,
Relative Humidity,17/11/2010,89.54,76.44,100,100,
Relative Humidity,18/11/2010,99.94,99.07,100,100,
Relative Humidity,19/11/2010,99.24,94.57,100,100,
Relative Humidity,20/11/2010,100,100,100,100,
Relative Humidity,21/11/2010,95.18,86.53,100,100,
Relative Humidity,22/11/2010,92.4,77.47,98.76,100,
Relative Humidity,23/11/2010,88.88,76.13,96.51,100,
Relative Humidity,24/11/2010,87.06,73.22,94.92,100,
Relative Humidity,25/11/2010,84.51,77.67,92.88,100,
Relative Humidity,26/11/2010,80.87,67.38,87.65,100,
Relative Humidity,27/11/2010,91.11,82.69,96.41,100,
Relative Humidity,28/11/2010,86.3,72.91,94.16,100,
Relative Humidity,29/11/2010,89.28,82.74,94.72,100,
Relative Humidity,30/11/2010,98.45,91.44,100,100,
Relative Humidity,01/12/2010,85.49,67.69,99.02,100,
Relative Humidity,02/12/2010,98.25,95.49,99.48,100,
Relative Humidity,03/12/2010,95.44,88.68,98.1,100,
Relative Humidity,04/12/2010,99.09,90.27,100,100,
Relative Humidity,05/12/2010,99.99,99.48,100,100,
Relative Humidity,06/12/2010,99.81,99.33,100,100,
Relative Humidity,07/12/2010,99.93,99.38,100,100,
Relative Humidity,08/12/2010,96.56,79.56,100,100,
Relative Humidity,09/12/2010,80.02,70.3,90.01,100,
Relative Humidity,10/12/2010,91.96,86.17,96.61,100,
Relative Humidity,11/12/2010,89.05,80.95,95.03,100,
Relative Humidity,12/12/2010,90.48,80.74,98.05,100,
Relative Humidity,13/12/2010,99.72,97.33,100,100,
Relative Humidity,14/12/2010,96.96,83.76,100,100,
Relative Humidity,15/12/2010,92.76,82.02,98.92,100,
Relative Humidity,16/12/2010,92.91,85.71,100,100,
Relative Humidity,17/12/2010,84.04,76.08,95.64,100,
Relative Humidity,18/12/2010,95.49,92.06,98.71,100,
Relative Humidity,19/12/2010,93.68,89.24,96.1,100,
Relative Humidity,20/12/2010,95.27,89.45,100,100,
Relative Humidity,21/12/2010,100,100,100,100,
Relative Humidity,22/12/2010,99.77,96.2,100,100,
Relative Humidity,23/12/2010,85.99,76.03,96.46,100,
Relative Humidity,24/12/2010,87.64,77.62,94.36,100,
Relative Humidity,25/12/2010,96.04,80.18,99.38,100,
Relative Humidity,26/12/2010,71.64,55.35,86.12,100,
Relative Humidity,27/12/2010,80.05,68.3,90.83,100,
Relative Humidity,28/12/2010,98.69,88.68,100,100,
Relative Humidity,29/12/2010,100,100,100,100,
Relative Humidity,30/12/2010,100,100,100,100,
Relative Humidity,31/12/2010,93.85,83.4,100,100,
Relative Humidity,01/01/2011,99.808,99.1,100,100,Max RH > 100
Relative Humidity,02/01/2011,94.204,73.3,100,100,
Relative Humidity,03/01/2011,97.829,92.1,99.9,100,
Relative Humidity,04/01/2011,100,99.8,100,100,Max RH > 100
Relative Humidity,05/01/2011,99.275,88.5,100,100,Max RH > 100
Relative Humidity,06/01/2011,100.09,100,100,100,Max RH > 100
Relative Humidity,07/01/2011,100,100,100,100,Max RH > 100
Relative Humidity,08/01/2011,97.838,86.5,100,100,Max RH > 100
Relative Humidity,09/01/2011,95.408,81,100,100,Max RH > 100
Relative Humidity,10/01/2011,100,99.2,100,100,Max RH > 100
Relative Humidity,11/01/2011,97.704,88.8,100,100,Max RH > 100
Relative Humidity,12/01/2011,100,99.9,100,100,Max RH > 100
Relative Humidity,13/01/2011,100,100,100,100,Max RH > 100
Relative Humidity,14/01/2011,100,100,100,100,Max RH > 100
Relative Humidity,15/01/2011,99.629,94.4,100,100,Max RH > 100
Relative Humidity,16/01/2011,100,99.6,100,100,Max RH > 100
Relative Humidity,17/01/2011,100,99.8,100,100,Max RH > 100
Relative Humidity,18/01/2011,98.438,92.2,100,100,Max RH > 100
Relative Humidity,19/01/2011,99.888,99.2,100,100,Max RH > 100
Relative Humidity,20/01/2011,100,100,100,100,Max RH > 100
Relative Humidity,21/01/2011,100,99.4,100,100,Max RH > 100
Relative Humidity,22/01/2011,100,99.4,100,100,Max RH > 100
Relative Humidity,23/01/2011,100,100,100,100,Max RH > 100
Relative Humidity,24/01/2011,99.904,94.8,100,100,Max RH > 100
Relative Humidity,25/01/2011,100,99.7,100,100,Max RH > 100
Relative Humidity,26/01/2011,100,99.5,100,100,Max RH > 100
Relative Humidity,27/01/2011,94.463,84.9,99.3,100,
Relative Humidity,28/01/2011,90.488,84.6,99.2,100,
Relative Humidity,29/01/2011,98.908,97.3,99.4,100,
Relative Humidity,30/01/2011,98.55,93.5,99.9,100,
Relative Humidity,31/01/2011,99.208,93.9,100,100,Max RH > 100
Relative Humidity,01/02/2011,100,99.8,100,100,Max RH > 100
Relative Humidity,02/02/2011,100,100,100,100,Max RH > 100
Relative Humidity,03/02/2011,100,99.7,100,100,Max RH > 100
Relative Humidity,04/02/2011,100,100,100,100,Max RH > 100
Relative Humidity,05/02/2011,100,100,100,100,Max RH > 100
Relative Humidity,06/02/2011,100,99.8,100,100,Max RH > 100
Relative Humidity,07/02/2011,99.942,98.8,100,100,Max RH > 100
Relative Humidity,08/02/2011,99.088,88.4,100,100,Max RH > 100
Relative Humidity,09/02/2011,100,100,100,100,Max RH > 100
Relative Humidity,10/02/2011,100,100,100,100,Max RH > 100
Relative Humidity,11/02/2011,100,100,100,100,Max RH > 100
Relative Humidity,12/02/2011,100,91.9,100,100,Max RH > 100
Relative Humidity,13/02/2011,100,100,100,100,Max RH > 100
Relative Humidity,14/02/2011,99.988,90.8,100,100,Max RH > 100
Relative Humidity,15/02/2011,100,100,100,100,Max RH > 100
Relative Humidity,16/02/2011,100,99.6,100,100,Max RH > 100
Relative Humidity,17/02/2011,100,99.9,100,100,Max RH > 100
Relative Humidity,18/02/2011,100,100,100,100,Max RH > 100
Relative Humidity,19/02/2011,100,100,100,100,Max RH > 100
Relative Humidity,20/02/2011,100,99.8,100,100,Max RH > 100
Relative Humidity,21/02/2011,100,99.9,100,100,Max RH > 100
Relative Humidity,22/02/2011,100,100,100,100,Max RH > 100
Relative Humidity,23/02/2011,100,100,100,100,Max RH > 100
Relative Humidity,24/02/2011,100,99.8,100,100,Max RH > 100
Relative Humidity,25/02/2011,100,100,100,100,Max RH > 100
Relative Humidity,26/02/2011,100,96,100,100,Max RH > 100
Relative Humidity,27/02/2011,100,97.7,100,100,Max RH > 100
Relative Humidity,28/02/2011,100,99.8,100,100,Max RH > 100
Relative Humidity,01/03/2011,99.554,99.1,100,100,Max RH > 100
Relative Humidity,02/03/2011,97.554,88.8,100,100,Max RH > 100
Relative Humidity,03/03/2011,99.446,95.8,100,100,Max RH > 100
Relative Humidity,04/03/2011,95.933,85.4,99.9,100,
Relative Humidity,05/03/2011,98.258,86.9,100,100,Max RH > 100
Relative Humidity,06/03/2011,93.246,80.3,99.4,100,
Relative Humidity,07/03/2011,95.217,71.7,100,100,Max RH > 100
Relative Humidity,08/03/2011,97.692,87.1,100,100,Max RH > 100
Relative Humidity,09/03/2011,97.638,87.7,100,100,Max RH > 100
Relative Humidity,10/03/2011,99.542,93.4,100,100,Max RH > 100
Relative Humidity,11/03/2011,98.283,87.7,100,100,Max RH > 100
Relative Humidity,12/03/2011,100,97.9,100,100,Max RH > 100
Relative Humidity,13/03/2011,99.158,85.9,100,100,Max RH > 100
Relative Humidity,14/03/2011,98.238,86.2,100,100,Max RH > 100
Relative Humidity,15/03/2011,100,96.9,100,100,Max RH > 100
Relative Humidity,16/03/2011,100,99.9,100,100,Max RH > 100
Relative Humidity,17/03/2011,100,95.2,100,100,Max RH > 100
Relative Humidity,18/03/2011,100,99.4,100,100,Max RH > 100
Relative Humidity,19/03/2011,86.835,50.97,99.8,100,
Relative Humidity,20/03/2011,98.667,86.8,100,100,Max RH > 100
Relative Humidity,21/03/2011,97.6,78.6,100,100,Max RH > 100
Relative Humidity,22/03/2011,90.208,74.4,100,100,Max RH > 100
Relative Humidity,23/03/2011,85.913,63.37,100,100,Max RH > 100
Relative Humidity,24/03/2011,90.703,67.19,100,100,Max RH > 100
Relative Humidity,25/03/2011,89.167,70,100,100,Max RH > 100
Relative Humidity,26/03/2011,93.346,75.5,100,100,Max RH > 100
Relative Humidity,27/03/2011,92.383,75.6,100,100,Max RH > 100
Relative Humidity,28/03/2011,85.883,66.28,99.8,100,
Relative Humidity,29/03/2011,99.513,95.9,100,100,Max RH > 100
Relative Humidity,30/03/2011,100,100,100,100,Max RH > 100
Relative Humidity,31/03/2011,100,100,100,100,Max RH > 100
Relative Humidity,01/04/2011,100,100,100,100,Max RH > 100
Relative Humidity,02/04/2011,95.067,77,100,100,Max RH > 100
Relative Humidity,03/04/2011,96.129,78.2,100,100,Max RH > 100
Relative Humidity,04/04/2011,92.758,71.3,100,100,Max RH > 100
Relative Humidity,05/04/2011,100,96.9,100,100,Max RH > 100
Relative Humidity,06/04/2011,84.307,54.41,100,100,Max RH > 100
Relative Humidity,07/04/2011,76.004,60.67,99.6,100,
Relative Humidity,08/04/2011,78.315,47.99,100,100,
Relative Humidity,09/04/2011,74.293,62.32,98.6,100,
Relative Humidity,10/04/2011,78.331,49.95,100,100,Max RH > 100
Relative Humidity,11/04/2011,83.358,75,96.4,100,
Relative Humidity,12/04/2011,88.638,75.3,96,33,
Relative Humidity,13/04/2011,,,,0,
Relative Humidity,14/04/2011,,,,0,
Relative Humidity,15/04/2011,,,,0,
Relative Humidity,16/04/2011,,,,0,
Relative Humidity,17/04/2011,,,,0,
Relative Humidity,18/04/2011,,,,0,
Relative Humidity,19/04/2011,,,,0,
Relative Humidity,20/04/2011,,,,0,
Relative Humidity,21/04/2011,,,,0,
Relative Humidity,22/04/2011,,,,0,
Relative Humidity,23/04/2011,,,,0,
Relative Humidity,24/04/2011,,,,0,
Relative Humidity,25/04/2011,,,,0,
Relative Humidity,26/04/2011,,,,0,
Relative Humidity,27/04/2011,,,,0,
Relative Humidity,28/04/2011,,,,0,
Relative Humidity,29/04/2011,,,,0,
Relative Humidity,30/04/2011,,,,0,
Relative Humidity,01/05/2011,,,,0,
Relative Humidity,02/05/2011,,,,0,
Relative Humidity,03/05/2011,,,,0,
Relative Humidity,04/05/2011,,,,0,
Relative Humidity,05/05/2011,,,,0,
Relative Humidity,06/05/2011,,,,0,
Relative Humidity,07/05/2011,,,,0,
Relative Humidity,08/05/2011,89.74,0,100,88,Max RH > 100
Relative Humidity,09/05/2011,87.019,62.74,100,100,Max RH > 100
Relative Humidity,10/05/2011,82.573,49.97,100,100,Max RH > 100
Relative Humidity,11/05/2011,88.887,65.31,100,100,Max RH > 100
Relative Humidity,12/05/2011,71.947,47.23,99.5,100,
Relative Humidity,13/05/2011,80.383,51.65,100,100,Max RH > 100
Relative Humidity,14/05/2011,73.053,47.19,99.8,100,
Relative Humidity,15/05/2011,73.905,47.5,99.2,100,
Relative Humidity,16/05/2011,78.413,57.92,99.6,100,
Relative Humidity,17/05/2011,89.338,71,100,100,Max RH > 100
Relative Humidity,18/05/2011,95.258,74.9,100,100,Max RH > 100
Relative Humidity,19/05/2011,70.551,49.34,98.8,100,
Relative Humidity,20/05/2011,75.648,52.48,100,100,Max RH > 100
Relative Humidity,21/05/2011,82.396,56.57,100,100,Max RH > 100
Relative Humidity,22/05/2011,73.51,44.42,100,100,Max RH > 100
Relative Humidity,23/05/2011,89.882,68.07,100,100,Max RH > 100
Relative Humidity,24/05/2011,66.146,40.46,99.2,100,
Relative Humidity,25/05/2011,70.436,49.5,99.4,100,
Relative Humidity,26/05/2011,81.171,65.59,99.8,100,
Relative Humidity,27/05/2011,73.092,57.57,85.1,100,
Relative Humidity,28/05/2011,91.6,77.1,100,100,
Relative Humidity,29/05/2011,96.254,80,100,100,Max RH > 100
Relative Humidity,30/05/2011,99.375,87.8,100,100,Max RH > 100
Relative Humidity,31/05/2011,72.601,43.23,99.6,100,
Relative Humidity,01/06/2011,72.453,47.13,99.2,100,
Relative Humidity,02/06/2011,74.154,51.58,100,100,Max RH > 100
Relative Humidity,03/06/2011,68.317,44.06,99.9,100,
Relative Humidity,04/06/2011,73.548,49.14,99.7,100,
Relative Humidity,05/06/2011,92.017,76.1,100,100,Max RH > 100
Relative Humidity,06/06/2011,94.208,74.9,100,100,Max RH > 100
Relative Humidity,07/06/2011,81.949,53.47,100,100,Max RH > 100
Relative Humidity,08/06/2011,90.602,67,100,100,Max RH > 100
Relative Humidity,09/06/2011,82.434,53.53,99.9,100,
Relative Humidity,10/06/2011,80.829,54.19,100,100,Max RH > 100
Relative Humidity,11/06/2011,82.037,44.49,100,100,Max RH > 100
Relative Humidity,12/06/2011,99.983,91.7,100,100,Max RH > 100
Relative Humidity,13/06/2011,90.918,69.83,100,100,Max RH > 100
Relative Humidity,14/06/2011,80.204,55.78,100,100,Max RH > 100
Relative Humidity,15/06/2011,99.2,85.9,100,100,Max RH > 100
Relative Humidity,16/06/2011,98.046,77.2,100,100,Max RH > 100
Relative Humidity,17/06/2011,100,89,100,100,Max RH > 100
Relative Humidity,18/06/2011,97.421,78.3,100,100,Max RH > 100
Relative Humidity,19/06/2011,85.978,58.09,100,100,Max RH > 100
Relative Humidity,20/06/2011,99.575,90,100,100,Max RH > 100
Relative Humidity,21/06/2011,90.867,63.1,100,100,Max RH > 100
Relative Humidity,22/06/2011,96.583,85.3,100,100,Max RH > 100
Relative Humidity,23/06/2011,82.786,56.83,100,100,Max RH > 100
Relative Humidity,24/06/2011,84.152,57.56,100,100,Max RH > 100
Relative Humidity,25/06/2011,98.975,87.9,100,100,Max RH > 100
Relative Humidity,26/06/2011,82.817,56.76,100,100,Max RH > 100
Relative Humidity,27/06/2011,77.444,49.01,94.8,100,
Relative Humidity,28/06/2011,96.65,80,100,100,Max RH > 100
Relative Humidity,29/06/2011,65.867,47.46,86.5,100,
Relative Humidity,30/06/2011,70.067,51.75,97.2,100,
Relative Humidity,01/07/2011,67.379,47.85,85.9,100,
Relative Humidity,02/07/2011,69.551,48.51,87.8,100,
Relative Humidity,03/07/2011,66.542,50.02,93.1,100,
Relative Humidity,04/07/2011,66.837,54.5,83.2,96,
Relative Humidity,05/07/2011,84.878,52.46,100,100,Max RH > 100
Relative Humidity,06/07/2011,83.712,61.78,100,100,Max RH > 100
Relative Humidity,07/07/2011,96.225,79.8,100,100,Max RH > 100
Relative Humidity,08/07/2011,94.696,76.7,100,100,Max RH > 100
Relative Humidity,09/07/2011,87.998,68.65,100,100,Max RH > 100
Relative Humidity,10/07/2011,84.473,64.34,100,100,Max RH > 100
Relative Humidity,11/07/2011,73.846,49.92,99.3,100,
Relative Humidity,12/07/2011,80.233,65.97,99.3,100,
Relative Humidity,13/07/2011,72.049,52.08,99.3,100,
Relative Humidity,14/07/2011,63.471,42.63,84.9,100,
Relative Humidity,15/07/2011,75.798,40.45,100,100,Max RH > 100
Relative Humidity,16/07/2011,99.417,82,100,100,Max RH > 100
Relative Humidity,17/07/2011,95.029,71.7,100,100,Max RH > 100
Relative Humidity,18/07/2011,99.104,92.4,100,100,Max RH > 100
Relative Humidity,19/07/2011,95.426,69.52,100,100,Max RH > 100
Relative Humidity,20/07/2011,97.783,85.1,100,100,Max RH > 100
Relative Humidity,21/07/2011,95.671,73.8,100,100,Max RH > 100
Relative Humidity,22/07/2011,78.91,52.6,100,100,Max RH > 100
Relative Humidity,23/07/2011,76.557,55.91,100,100,Max RH > 100
Relative Humidity,24/07/2011,80.232,59.85,100,100,
Relative Humidity,25/07/2011,61.931,34.94,99.4,100,
Relative Humidity,26/07/2011,83.043,68.04,99.9,100,
Relative Humidity,27/07/2011,81.079,65.65,99.3,100,
Relative Humidity,28/07/2011,80.591,48.81,100,100,Max RH > 100
Relative Humidity,29/07/2011,92.413,70.9,100,100,Max RH > 100
Relative Humidity,30/07/2011,80.062,59.19,100,100,Max RH > 100
Relative Humidity,31/07/2011,76.67,52.92,100,100,Max RH > 100
Relative Humidity,01/08/2011,80.89,54.95,100,100,Max RH > 100
Relative Humidity,02/08/2011,77.818,54.49,100,100,Max RH > 100
Relative Humidity,03/08/2011,77.463,49.01,99.6,100,
Relative Humidity,04/08/2011,97.1,77.5,100,100,Max RH > 100
Relative Humidity,05/08/2011,84.797,59.32,100,100,Max RH > 100
Relative Humidity,06/08/2011,88.859,68.94,100,100,Max RH > 100
Relative Humidity,07/08/2011,82.866,55.84,100,100,Max RH > 100
Relative Humidity,08/08/2011,80.326,50.66,100,100,Max RH > 100
Relative Humidity,09/08/2011,63.705,46.02,81.3,100,
Relative Humidity,10/08/2011,81.633,65.34,99.8,100,
Relative Humidity,11/08/2011,99.379,94,100,100,Max RH > 100
Relative Humidity,12/08/2011,94.646,76,100,100,Max RH > 100
Relative Humidity,13/08/2011,93.304,72.9,100,100,Max RH > 100
Relative Humidity,14/08/2011,80.631,55.84,100,100,Max RH > 100
Relative Humidity,15/08/2011,82.349,52.19,99.8,100,
Relative Humidity,16/08/2011,95.113,80.6,100,100,Max RH > 100
Relative Humidity,17/08/2011,89.207,69.77,100,100,Max RH > 100
Relative Humidity,18/08/2011,99.396,93.1,100,100,Max RH > 100
Relative Humidity,19/08/2011,84.912,62.66,100,100,Max RH > 100
Relative Humidity,20/08/2011,82.64,52.29,100,100,Max RH > 100
Relative Humidity,21/08/2011,79.803,66.84,99.6,100,
Relative Humidity,22/08/2011,81.755,56.15,100,100,
Relative Humidity,23/08/2011,98.958,86.5,100,100,Max RH > 100
Relative Humidity,24/08/2011,89.921,63.56,100,100,Max RH > 100
Relative Humidity,25/08/2011,90.443,61.54,100,100,Max RH > 100
Relative Humidity,26/08/2011,95.088,75.7,100,100,Max RH > 100
Relative Humidity,27/08/2011,81.377,54.59,100,100,Max RH > 100
Relative Humidity,28/08/2011,86.291,59.24,99.6,100,
Relative Humidity,29/08/2011,75.854,52.77,99.9,100,
Relative Humidity,30/08/2011,79.865,60.59,94.5,100,
Relative Humidity,31/08/2011,80.143,61.72,99.3,100,
Relative Humidity,01/09/2011,80.973,56.75,99.9,100,
Relative Humidity,02/09/2011,86.308,56.79,100,100,Max RH > 100
Relative Humidity,03/09/2011,92.175,71.4,100,100,Max RH > 100
Relative Humidity,04/09/2011,96.446,76.5,100,100,Max RH > 100
Relative Humidity,05/09/2011,89.42,61.25,100,100,Max RH > 100
Relative Humidity,06/09/2011,98.775,90.7,100,100,Max RH > 100
Relative Humidity,07/09/2011,85.699,65.81,98.5,100,
Relative Humidity,08/09/2011,92.683,78.5,100,100,Max RH > 100
Relative Humidity,09/09/2011,97.65,79,100,100,Max RH > 100
Relative Humidity,10/09/2011,98.058,85.6,100,100,Max RH > 100
Relative Humidity,11/09/2011,90.195,68.05,100,100,Max RH > 100
Relative Humidity,12/09/2011,91.233,66.86,100,100,Max RH > 100
Relative Humidity,13/09/2011,79.538,54.72,96.4,100,
Relative Humidity,14/09/2011,81.095,63.5,99.6,100,
Relative Humidity,15/09/2011,84.781,58.68,99.8,100,
Relative Humidity,16/09/2011,90.892,64.4,100,100,Max RH > 100
Relative Humidity,17/09/2011,92.601,65.87,100,100,
Relative Humidity,18/09/2011,97.071,71.4,100,100,Max RH > 100
Relative Humidity,19/09/2011,92.033,70.3,99.8,100,
Relative Humidity,20/09/2011,97.621,91,100,100,Max RH > 100
Relative Humidity,21/09/2011,92.75,64.42,100,100,Max RH > 100
Relative Humidity,22/09/2011,90.905,66.73,100,100,Max RH > 100
Relative Humidity,23/09/2011,93.138,72.1,100,100,Max RH > 100
Relative Humidity,24/09/2011,95.042,72,100,100,Max RH > 100
Relative Humidity,25/09/2011,95.988,81.6,100,100,Max RH > 100
Relative Humidity,26/09/2011,94.333,72.7,100,100,Max RH > 100
Relative Humidity,27/09/2011,96.246,75.4,100,100,Max RH > 100
Relative Humidity,28/09/2011,88.603,64.58,100,100,Max RH > 100
Relative Humidity,29/09/2011,86.233,56.37,100,100,Max RH > 100
Relative Humidity,30/09/2011,83.94,56.66,100,100,Max RH > 100
Relative Humidity,01/10/2011,76.816,45.45,100,100,Max RH > 100
Relative Humidity,02/10/2011,78.203,48.42,99.8,100,
Relative Humidity,03/10/2011,85.043,51.83,100,100,Max RH > 100
Relative Humidity,04/10/2011,95.575,80.2,100,100,Max RH > 100
Relative Humidity,05/10/2011,97.55,82.3,100,100,Max RH > 100
